legislator,role,district,party,residence,gender,desk_number,profession,notes,session_name,session_year,regular
"Akeson, Harvey",NA,6,Democrat,"Portland, Multnomah",Male,2,NA,NA,1971 Special Session,1971,FALSE
"Anunsen, Jack W.",NA,11,Republican,"Salem, Marion",Male,1,NA,NA,1971 Special Session,1971,FALSE
"AuCoin, Walter (Les)",NA,4,Democrat,"Forest Grove, Washington",Male,36,NA,NA,1971 Special Session,1971,FALSE
"Bazett, Sidney",NA,18,Republican,"Grants Pass, Josephine",Male,6,NA,NA,1971 Special Session,1971,FALSE
"Burns, Keith",NA,6,Democrat,"Portland, Multnomah",Male,43,NA,NA,1971 Special Session,1971,FALSE
"Byers, Bernard (Bud)",NA,12,Democrat,"Albany, Linn",Male,25,NA,NA,1971 Special Session,1971,FALSE
"Cherry, Howard L.",NA,6,Democrat,"Portland, Multnomah",Male,21,NA,NA,1971 Special Session,1971,FALSE
"Chuinard, E.G. (Fritzi)",NA,6,Republican,"Portland, Multnomah",Female,7,NA,NA,1971 Special Session,1971,FALSE
"Cole, George F.",NA,1,Democrat,"Seaside, Clatsop",Male,28,NA,NA,1971 Special Session,1971,FALSE
"Collett, Walter R.",NA,11,Republican,"Salem, Marion",Male,30,NA,NA,1971 Special Session,1971,FALSE
"Craig, Jack",NA,13,Democrat,"Eugene, Lane",Male,17,NA,NA,1971 Special Session,1971,FALSE
"Crothers, Morris, K.",NA,11,Republican,"Salem, Marion",Male,11,NA,NA,1971 Special Session,1971,FALSE
"Densmore, Albert H.",NA,19,Democrat,"Medford, Jackson",Male,33,NA,NA,1971 Special Session,1971,FALSE
"Elliott, Robert A.",NA,6,Republican,"Portland, Multnomah",Male,29,NA,NA,1971 Special Session,1971,FALSE
"Eymann, Richard O.",NA,13,Democrat,"Springfield, Lane",Male,51,NA,NA,1971 Special Session,1971,FALSE
"Fadeley, Nancie",NA,13,Democrat,"Eugene, Lane",Female,13,NA,NA,1971 Special Session,1971,FALSE
"Graham, Douglas W.",NA,6,Republican,"Portland, Multnomah",Male,27,NA,NA,1971 Special Session,1971,FALSE
"Gwinn, William F.",NA,12,Republican,"Amity, Linn",Male,14,NA,NA,1971 Special Session,1971,FALSE
"Hanneman, Paul A.",NA,3,Republican,"Cloverdale, Tillamook",Male,52,NA,NA,1971 Special Session,1971,FALSE
"Hansell, Stafford",NA,23,Republican,"Hermiston, Umatilla",Male,3,NA,NA,1971 Special Session,1971,FALSE
"Heard, Fred W.",NA,27,Democrat,"Klamath Falls, Klamath, Lake",Male,35,NA,NA,1971 Special Session,1971,FALSE
"Henderson, Jim",NA,7,Republican,"Lake Oswego, Clackamas",Male,34,NA,NA,1971 Special Session,1971,FALSE
"Hollingsworth, Marvin J.",NA,6,Democrat,"Troutdale, Multnomah",Male,8,NA,NA,1971 Special Session,1971,FALSE
"Howard, Norman R.",NA,6,Democrat,"Portland, Multnomah",Male,41,NA,NA,1971 Special Session,1971,FALSE
"Howe, Carrol B.",NA,20,Republican,"Klamath Falls, Klamath",Male,15,NA,NA,1971 Special Session,1971,FALSE
"Ingalls, Robert C.",NA,10,Republican,"Corvallis, Benton",Male,19,NA,NA,1971 Special Session,1971,FALSE
"Johnson, Leigh Thronton",NA,19,Republican,"Ashland, Jackson",Male,57,NA,NA,1971 Special Session,1971,FALSE
"Johnson, Sam",NA,21,Republican,"Redmond, Crook, Deschutes, Jefferson",Male,54,NA,NA,1971 Special Session,1971,FALSE
"Kennedy, Richard L.",NA,13,Democrat,"Eugene, Lane",Male,49,NA,NA,1971 Special Session,1971,FALSE
"Kinsey, Lloyd C.",NA,6,Republican,"Portland, Multnomah",Male,32,NA,NA,1971 Special Session,1971,FALSE
"Lang, Philip D.",NA,6,Democrat,"Portland, Multnomah",Male,26,NA,NA,1971 Special Session,1971,FALSE
"Macpherson, Gordon L.",NA,8,Republican,"Waldport, Lincoln",Male,31,NA,NA,1971 Special Session,1971,FALSE
"Magruder, Dick",NA,2,Democrat,"Clatskanie, Columbia",Male,24,NA,NA,1971 Special Session,1971,FALSE
"Maher, Ken",NA,6,Democrat,"Portland, Multnomah",Male,20,NA,NA,1971 Special Session,1971,FALSE
"Mann, Irvin, Jr.",NA,28,Republican,"Stanfield, Gilliam, Morrow, Sherman, Umatilla, Wheeler",Male,5,NA,NA,1971 Special Session,1971,FALSE
"Markham, William E.",NA,15,Republican,"Riddle, Douglas",Male,39,NA,NA,1971 Special Session,1971,FALSE
"Martin, Roger E.",Speaker Pro Tempore,7,Republican,"Lake Oswego, Clackamas",Male,42,NA,NA,1971 Special Session,1971,FALSE
"McGilvra, Hugh",NA,4,Republican,"Forest Grove, Washington",Male,18,NA,NA,1971 Special Session,1971,FALSE
"McKenzie, Roderick T.",NA,17,Republican,"Sixes, Coos, Curry",Male,60,NA,NA,1971 Special Session,1971,FALSE
"Meeker, Anthony",NA,5,Republican,"Amity, Yamhill",Male,23,NA,NA,1971 Special Session,1971,FALSE
"Nybert, Clayton",NA,4,Republican,"Tualatin, Washington",Male,44,NA,NA,1971 Special Session,1971,FALSE
"Owens, LeRoy D.",NA,13,Democrat,"Eugene, Lane",Male,22,NA,NA,1971 Special Session,1971,FALSE
"Patterson, E.E.",NA,24,Republican,"LaGrande, Union, Wallowa",Male,47,NA,NA,1971 Special Session,1971,FALSE
"Paulus, Norma J.",NA,11,Republican,"Salem, Marion",Female,12,NA,NA,1971 Special Session,1971,FALSE
"Peck, Grace Olivier",NA,6,Democrat,"Portland, Multnomah",Female,55,NA,NA,1971 Special Session,1971,FALSE
"Perry, Laurence P.",NA,14,Democrat,"Eugene, Benton, Lane",Male,9,NA,NA,1971 Special Session,1971,FALSE
"Pynn, Allen B.",NA,7,Republican,"West Linn, Clackamas",Male,10,NA,NA,1971 Special Session,1971,FALSE
"Rieke, Mary W.",NA,6,Republican,"Portland, Multnomah",Female,38,NA,NA,1971 Special Session,1971,FALSE
"Ripper, Jack",NA,16,Democrat,"North Bend, Coos",Male,37,NA,NA,1971 Special Session,1971,FALSE
"Roberts, Frank L.",NA,6,Democrat,"Portland, Multnomah",Male,48,NA,NA,1971 Special Session,1971,FALSE
"Skelton, Keith D.",NA,6,Democrat,"Portland, Multnomah",Male,4,NA,NA,1971 Special Session,1971,FALSE
"Smith, Robert F.",Speaker,26,Republican,"Burns, Harney, Malheur",Male,56,NA,NA,1971 Special Session,1971,FALSE
"Stathos, Donald L.",NA,19,Republican,"Jacksonville, Jackson",Male,59,NA,NA,1971 Special Session,1971,FALSE
"Stevenson, William H. (Bill)",NA,6,Democrat,"Portland, Multnomah",Male,53,NA,NA,1971 Special Session,1971,FALSE
"Stults, Robert M.",NA,15,Republican,"Roseburg, Douglas",Male,40,NA,NA,1971 Special Session,1971,FALSE
"Thronton, Leo M.",NA,7,Republican,"Milwaukie, Clackamas",Male,58,NA,NA,1971 Special Session,1971,FALSE
"Walden, Paul E.",NA,22,Republican,"Hood River, Hood River, Wasco",Male,46,NA,NA,1971 Special Session,1971,FALSE
"Willits, Howard",NA,6,Democrat,"Portland, Multnomah",Male,45,NA,NA,1971 Special Session,1971,FALSE
"Wolfer, Martin F.",NA,9,Democrat,"Salem, Polk",Male,16,NA,NA,1971 Special Session,1971,FALSE
"Young, Thomas F.",NA,25,Republican,"Baker, Baker, Grant",Male,50,NA,NA,1971 Special Session,1971,FALSE
"Akeson, Harvey",NA,6,Democrat,"Portland, Multnomah",Male,2,NA,NA,1971 Session,1971,TRUE
"Anunsen, Jack W.",NA,11,Republican,"Salem, Marion",Male,1,NA,NA,1971 Session,1971,TRUE
"AuCoin, Walter (Les)",NA,4,Democrat,"Forest Grove, Washington",Male,36,NA,NA,1971 Session,1971,TRUE
"Bazett, Sidney",NA,18,Republican,"Grants Pass, Josephine",Male,6,NA,NA,1971 Session,1971,TRUE
"Burns, Keith",NA,6,Democrat,"Portland, Multnomah",Male,43,NA,"Keith Burns was appointed on May 12, 1971 to fill the vacancy of Harl H. Haas who resigned on May 11, 1971.",1971 Session,1971,TRUE
"Byers, Bernard (Bud)",NA,12,Democrat,"Albany, Linn",Male,25,NA,NA,1971 Session,1971,TRUE
"Cherry, Howard L.",NA,6,Democrat,"Portland, Multnomah",Male,21,NA,NA,1971 Session,1971,TRUE
"Chuinard, E.G. (Fritzi)",NA,6,Republican,"Portland, Multnomah",Female,7,NA,NA,1971 Session,1971,TRUE
"Cole, George F.",NA,1,Democrat,"Seaside, Clatsop",Male,28,NA,NA,1971 Session,1971,TRUE
"Collett, Walter R.",NA,11,Republican,"Salem, Marion",Male,30,NA,NA,1971 Session,1971,TRUE
"Craig, Jack",NA,13,Democrat,"Eugene, Lane",Male,17,NA,NA,1971 Session,1971,TRUE
"Crothers, Morris, K.",NA,11,Republican,"Salem, Marion",Male,11,NA,NA,1971 Session,1971,TRUE
"Densmore, Albert H.",NA,19,Democrat,"Medford, Jackson",Male,33,NA,NA,1971 Session,1971,TRUE
"Elliott, Robert A.",NA,6,Republican,"Portland, Multnomah",Male,29,NA,NA,1971 Session,1971,TRUE
"Eymann, Richard O.",NA,13,Democrat,"Springfield, Lane",Male,51,NA,NA,1971 Session,1971,TRUE
"Fadeley, Nancie",NA,13,Democrat,"Eugene, Lane",Female,13,NA,NA,1971 Session,1971,TRUE
"Graham, Douglas W.",NA,6,Republican,"Portland, Multnomah",Male,27,NA,NA,1971 Session,1971,TRUE
"Gwinn, William F.",NA,12,Republican,"Amity, Linn",Male,14,NA,NA,1971 Session,1971,TRUE
"Haas, Harl H.",NA,6,Democrat,"Portland, Multnomah",Male,43,NA,"Harl H. Haas resigned on May 11, 1971. Keith Burns was appointed on May 12, 197​1 to fill the vacancy.",1971 Session,1971,TRUE
"Hanneman, Paul A.",NA,3,Republican,"Cloverdale, Tillamook",Male,52,NA,NA,1971 Session,1971,TRUE
"Hansell, Stafford",NA,23,Republican,"Hermiston, Umatilla",Male,3,NA,NA,1971 Session,1971,TRUE
"Heard, Fred W.",NA,27,Democrat,"Klamath Falls, Klamath, Lake",Male,35,NA,NA,1971 Session,1971,TRUE
"Henderson, Jim",NA,7,Republican,"Lake Oswego, Clackamas",Male,34,NA,NA,1971 Session,1971,TRUE
"Hollingsworth, Marvin J.",NA,6,Democrat,"Troutdale, Multnomah",Male,8,NA,NA,1971 Session,1971,TRUE
"Howard, Norman R.",NA,6,Democrat,"Portland, Multnomah",Male,41,NA,NA,1971 Session,1971,TRUE
"Howe, Carrol B.",NA,20,Republican,"Klamath Falls, Klamath",Male,15,NA,NA,1971 Session,1971,TRUE
"Ingalls, Robert C.",NA,10,Republican,"Corvallis, Benton",Male,19,NA,NA,1971 Session,1971,TRUE
"Johnson, Leigh Thronton",NA,19,Republican,"Ashland, Jackson",Male,57,NA,NA,1971 Session,1971,TRUE
"Johnson, Sam",NA,21,Republican,"Redmond, Crook, Deschutes, Jefferson",Male,54,NA,NA,1971 Session,1971,TRUE
"Kennedy, Richard L.",NA,13,Democrat,"Eugene, Lane",Male,49,NA,NA,1971 Session,1971,TRUE
"Kinsey, Lloyd C.",NA,6,Republican,"Portland, Multnomah",Male,32,NA,NA,1971 Session,1971,TRUE
"Lang, Philip D.",NA,6,Democrat,"Portland, Multnomah",Male,26,NA,NA,1971 Session,1971,TRUE
"Macpherson, Gordon L.",NA,8,Republican,"Waldport, Lincoln",Male,31,NA,NA,1971 Session,1971,TRUE
"Magruder, Dick",NA,2,Democrat,"Clatskanie, Columbia",Male,24,NA,NA,1971 Session,1971,TRUE
"Maher, Ken",NA,6,Democrat,"Portland, Multnomah",Male,20,NA,NA,1971 Session,1971,TRUE
"Mann, Irvin, Jr.",NA,28,Republican,"Stanfield, Gilliam, Morrow, Sherman, Umatilla, Wheeler",Male,5,NA,NA,1971 Session,1971,TRUE
"Markham, William E.",NA,15,Republican,"Riddle, Douglas",Male,39,NA,NA,1971 Session,1971,TRUE
"Martin, Roger E.",Speaker Pro Tempore,7,Republican,"Lake Oswego, Clackamas",Male,42,NA,NA,1971 Session,1971,TRUE
"McGilvra, Hugh",NA,4,Republican,"Forest Grove, Washington",Male,18,NA,NA,1971 Session,1971,TRUE
"McKenzie, Roderick T.",NA,17,Republican,"Sixes, Coos, Curry",Male,60,NA,NA,1971 Session,1971,TRUE
"Meeker, Anthony",NA,5,Republican,"Amity, Yamhill",Male,23,NA,NA,1971 Session,1971,TRUE
"Nybert, Clayton",NA,4,Republican,"Tualatin, Washington",Male,44,NA,NA,1971 Session,1971,TRUE
"Owens, LeRoy D.",NA,13,Democrat,"Eugene, Lane",Male,22,NA,NA,1971 Session,1971,TRUE
"Patterson, E.E.",NA,24,Republican,"LaGrande, Union, Wallowa",Male,47,NA,NA,1971 Session,1971,TRUE
"Paulus, Norma J.",NA,11,Republican,"Salem, Marion",Female,12,NA,NA,1971 Session,1971,TRUE
"Peck, Grace Olivier",NA,6,Democrat,"Portland, Multnomah",Female,55,NA,NA,1971 Session,1971,TRUE
"Perry, Laurence P.",NA,14,Democrat,"Eugene, Benton, Lane",Male,9,NA,NA,1971 Session,1971,TRUE
"Pynn, Allen B.",NA,7,Republican,"West Linn, Clackamas",Male,10,NA,NA,1971 Session,1971,TRUE
"Rieke, Mary W.",NA,6,Republican,"Portland, Multnomah",Female,38,NA,NA,1971 Session,1971,TRUE
"Ripper, Jack",NA,16,Democrat,"North Bend, Coos",Male,37,NA,NA,1971 Session,1971,TRUE
"Roberts, Frank L.",NA,6,Democrat,"Portland, Multnomah",Male,48,NA,NA,1971 Session,1971,TRUE
"Skelton, Keith D.",NA,6,Democrat,"Portland, Multnomah",Male,4,NA,NA,1971 Session,1971,TRUE
"Smith, Robert F.",Speaker,26,Republican,"Burns, Harney, Malheur",Male,56,NA,NA,1971 Session,1971,TRUE
"Stathos, Donald L.",NA,19,Republican,"Jacksonville, Jackson",Male,59,NA,NA,1971 Session,1971,TRUE
"Stevenson, William H. (Bill)",NA,6,Democrat,"Portland, Multnomah",Male,53,NA,NA,1971 Session,1971,TRUE
"Stults, Robert M.",NA,15,Republican,"Roseburg, Douglas",Male,40,NA,NA,1971 Session,1971,TRUE
"Thronton, Leo M.",NA,7,Republican,"Milwaukie, Clackamas",Male,58,NA,NA,1971 Session,1971,TRUE
"Walden, Paul E.",NA,22,Republican,"Hood River, Hood River, Wasco",Male,46,NA,NA,1971 Session,1971,TRUE
"Willits, Howard",NA,6,Democrat,"Portland, Multnomah",Male,45,NA,NA,1971 Session,1971,TRUE
"Wolfer, Martin F.",NA,9,Democrat,"Salem, Polk",Male,16,NA,NA,1971 Session,1971,TRUE
"Young, Thomas F.",NA,25,Republican,"Baker, Baker, Grant",Male,50,NA,NA,1971 Session,1971,TRUE
"Akeson, Harvey",NA,6,Democrat,"Portland, Multnomah",Male,2,NA,NA,1969 Session,1969,TRUE
"Anunsen, Jack",NA,11,Republican,"Salem, Marion",Male,1,NA,NA,1969 Session,1969,TRUE
"Bazett, Sidney",NA,18,Republican,"Grants Pass, Josephine",Male,6,NA,NA,1969 Session,1969,TRUE
"Bennett, J. E. (Jake)",NA,6,Democrat,"Portland, Multnomah",Male,5,NA,NA,1969 Session,1969,TRUE
"Boe, Jason D.",Minority Leader,15,Democrat,"Reedsport, Douglas",Male,43,NA,NA,1969 Session,1969,TRUE
"Bradley, Bill",NA,6,Democrat,"Portland, Multnomah",Male,21,NA,NA,1969 Session,1969,TRUE
"Browne, Elizabeth W. (Betty)",NA,13,Democrat,"Oakridge, Lane",Female,13,NA,NA,1969 Session,1969,TRUE
"Carson, Wallace P.",Majority Leader,11,Republican,"Salem, Marion",Male,12,NA,NA,1969 Session,1969,TRUE
"Chuinard, E. G. (Fritzi)",NA,6,Republican,"Portland, Multnomah",Female,7,NA,NA,1969 Session,1969,TRUE
"Coffin, Gwen T.",NA,24,Democrat,"Enterprise, Union, Wallowa",Male,9,NA,"Gwen T. Coffin was appointed on April 17, 1969 to fill the vacancy of Keith M. Wilson who resigned on April 11, 1969.",1969 Session,1969,TRUE
"Cole, George F.",NA,1,Democrat,"Seaside, Clatsop",Male,28,NA,NA,1969 Session,1969,TRUE
"Crothers, Morris K.",NA,11,Republican,"Salem, Marion",Male,11,NA,NA,1969 Session,1969,TRUE
"Davis, Robert G.",Speaker Pro Tempore,19,Republican,"Medford, Jackson",Male,50,NA,NA,1969 Session,1969,TRUE
"Day, L. B.",NA,11,Republican,"Salem, Marion",Male,27,NA,NA,1969 Session,1969,TRUE
"Detering, Gerald W.",NA,12,Republican,"Harrisburg, Linn",Male,46,NA,NA,1969 Session,1969,TRUE
"Dielschneider, William",NA,22,Republican,"The Dalles, Hood River, Wasco",Male,30,NA,NA,1969 Session,1969,TRUE
"Dugdale, Robert E.",NA,6,Republican,"Portland, Multnomah",Male,8,NA,NA,1969 Session,1969,TRUE
"Elliott, Robert A.",NA,6,Republican,"Portland, Multnomah",Male,29,NA,NA,1969 Session,1969,TRUE
"Eymann, Richard",NA,13,Democrat,"Springfield, Lane",Male,36,NA,NA,1969 Session,1969,TRUE
"Frost, David G.",NA,4,Republican,"Hillsboro, Washington",Male,51,NA,NA,1969 Session,1969,TRUE
"Graham, Douglas W.",NA,6,Republican,"Portland, Multnomah",Male,23,NA,NA,1969 Session,1969,TRUE
"Groener, Richard E. (Dick)",NA,7,Democrat,"Milwaukie, Clackamas",Male,47,NA,NA,1969 Session,1969,TRUE
"Gwinn, William F.",NA,12,Republican,"Albany, Linn",Male,14,NA,NA,1969 Session,1969,TRUE
"Haas, Harl H.",NA,6,Democrat,"Portland, Multnomah",Male,17,NA,NA,1969 Session,1969,TRUE
"Hanneman, Paul A.",NA,3,Republican,"Cloverdale, Tillamook",Male,52,NA,NA,1969 Session,1969,TRUE
"Hansell, Stafford",NA,23,Republican,"Hermiston, Umatilla",Male,10,NA,NA,1969 Session,1969,TRUE
"Hart, Floyd H.",NA,19,Republican,"Medford, Jackson",Male,NA,NA,NA,1969 Session,1969,TRUE
"Hartung, Tom",NA,4,Republican,"Portland, Washington",Male,44,NA,NA,1969 Session,1969,TRUE
"Heard, Fred W.",NA,27,Democrat,"Klamath Falls, Klamath, Lake",Male,25,NA,NA,1969 Session,1969,TRUE
"Howard, Norman R.",NA,6,Democrat,"Portland, Multnomah",Male,41,NA,NA,1969 Session,1969,TRUE
"Howe, Carrol B.",NA,20,Republican,"Klamath Falls, Klamath",Male,15,NA,NA,1969 Session,1969,TRUE
"Ingalls, Robert C.",NA,10,Republican,"Corvallis, Benton",Male,16,NA,NA,1969 Session,1969,TRUE
"Johnson, Sam",NA,21,Republican,"Redmond, Crook, Deschutes, Jefferson",Male,54,NA,NA,1969 Session,1969,TRUE
"Kennedy, Richard L.",NA,13,Democrat,"Eugene, Lane",Male,49,NA,NA,1969 Session,1969,TRUE
"Lang, Philip D.",NA,6,Democrat,"Portland, Multnomah",Male,26,NA,NA,1969 Session,1969,TRUE
"Macpherson, Gordon L.",NA,8,Republican,"Waldport, Lincoln",Male,31,NA,NA,1969 Session,1969,TRUE
"Mann, Irvin, Jr.",NA,28,Republican,"Stanfield, Gilliam, Morrow, Sherman, Umatilla, Wheeler",Male,35,NA,NA,1969 Session,1969,TRUE
"Markham, William E.",NA,15,Republican,"Riddle, Douglas",Male,40,NA,NA,1969 Session,1969,TRUE
"Martin, Roger E.",NA,7,Republican,"Lake Oswego, Clackamas",Male,42,NA,NA,1969 Session,1969,TRUE
"McCready, Constance",NA,6,Republican,"Portland, Multnomah",Female,38,NA,NA,1969 Session,1969,TRUE
"McGilvra, Hugh",NA,4,Republican,"Forest Grove, Washington",Male,18,NA,NA,1969 Session,1969,TRUE
"McKenzie, Rod T.",NA,17,Republican,"Sixes, Coos, Curry",Male,60,NA,NA,1969 Session,1969,TRUE
"Meeker, Anthony",NA,5,Republican,"Amity, Yamhill",Male,32,NA,NA,1969 Session,1969,TRUE
"Peck, Grace Olivier",NA,6,Democrat,"Portland, Multnomah",Female,55,NA,NA,1969 Session,1969,TRUE
"Priestley, Wally S.",NA,6,Democrat,"Portland, Multnomah",Male,20,NA,NA,1969 Session,1969,TRUE
"Pynn, Allen B.",NA,7,Republican,"West Linn, Clackamas",Male,33,NA,NA,1969 Session,1969,TRUE
"Richards, Joe B.",NA,13,Republican,"Eugene, Lane",Male,19,NA,NA,1969 Session,1969,TRUE
"Ripper, Jack",NA,16,Democrat,"North Bend, Coos",Male,37,NA,NA,1969 Session,1969,TRUE
"Roberts, Frank L.",NA,6,Democrat,"Portland, Multnomah",Male,48,NA,NA,1969 Session,1969,TRUE
"Rogers, Joe",NA,9,Republican,"Independence, Polk",Male,3,NA,NA,1969 Session,1969,TRUE
"Skelton, Keith D.",NA,6,Democrat,"Portland, Multnomah",Male,4,NA,NA,1969 Session,1969,TRUE
"Smith, Robert F.",Speaker,26,Republican,"Burns, Harney, Malheur",Male,56,NA,NA,1969 Session,1969,TRUE
"Stathos, Donald L.",NA,19,Republican,"Jacksonville, Jackson",Male,59,NA,NA,1969 Session,1969,TRUE
"Stevenson, William H. (Bill)",NA,6,Democrat,"Portland, Multnomah",Male,53,NA,NA,1969 Session,1969,TRUE
"Thornton, Leo M.",NA,7,Republican,"Milwaukie, Clackamas",Male,58,NA,NA,1969 Session,1969,TRUE
"Turner, Wayne",NA,2,Democrat,"St. Helens, Columbia",Male,39,NA,NA,1969 Session,1969,TRUE
"Willits, Howard",NA,6,Democrat,"Portland, Multnomah",Male,45,NA,NA,1969 Session,1969,TRUE
"Wilson, Don",NA,14,Republican,"Eugene, Benton, Lane",Male,22,NA,NA,1969 Session,1969,TRUE
"Wilson, M. Keith",NA,24,Democrat,"Joseph, Union, Wallowa",Male,9,NA,"Keith M. Wilson resigned on April 11, 1969. Gwen T. Coffin was appointed on April 17, 1969 to fill the vacancy.",1969 Session,1969,TRUE
"Wingard, George F.",NA,13,Republican,"Eugene, Lane",Male,34,NA,NA,1969 Session,1969,TRUE
"Young, Thomas F.",NA,25,Republican,"Baker, Baker, Grant",Male,24,NA,NA,1969 Session,1969,TRUE
"Anunsen, John W.",NA,11,Republican,"Salem, Marion",Male,1,NA,NA,1967 Session,1967,TRUE
"Bazett, Sidney",NA,18,Republican,"Grants Pass, Josephine",Male,6,NA,NA,1967 Session,1967,TRUE
"Bedingfield, James B.",NA,16,Republican,"Coos Bay, Coos",Male,8,NA,NA,1967 Session,1967,TRUE
"Bennett, J. E. (Jake)",NA,6,Democrat,"Portland, Multnomah",Male,56,NA,NA,1967 Session,1967,TRUE
"Bessonette, Tom",NA,25,Republican,"Baker, Baker, Grant",Male,33,NA,NA,1967 Session,1967,TRUE
"Boe, Jason D.",NA,15,Democrat,"Reedsport, Douglas",Male,37,NA,NA,1967 Session,1967,TRUE
"Bradley, Bill",NA,6,Democrat,"Portland, Multnomah",Male,21,NA,NA,1967 Session,1967,TRUE
"Carson, Wallace P.",NA,11,Republican,"Salem, Marion",Male,12,NA,NA,1967 Session,1967,TRUE
"Chuinard, E. G. (Fritzi)",NA,6,Republican,"Portland, Multnomah",Female,7,NA,NA,1967 Session,1967,TRUE
"Crothers, Morris K.",NA,11,Republican,"Salem, Marion",Male,11,NA,NA,1967 Session,1967,TRUE
"Davis, Robert G.",NA,19,Republican,"Medford, Jackson",Male,17,NA,NA,1967 Session,1967,TRUE
"Day, L. B.",NA,11,Democrat,"Salem, Marion",Male,25,NA,NA,1967 Session,1967,TRUE
"Detering, Gerald W.",NA,12,Republican,"Harrisburg, Linn",Male,46,NA,NA,1967 Session,1967,TRUE
"Elder, Edward W.",NA,13,Republican,"Eugene, Lane",Male,38,NA,NA,1967 Session,1967,TRUE
"Elliott, Robert A. (Bob)",NA,6,Republican,"Portland, Multnomah",Male,29,NA,NA,1967 Session,1967,TRUE
"Flitcraft, George C.",NA,27,Republican,"Klamath Falls, Lake, Klamath",Male,58,NA,NA,1967 Session,1967,TRUE
"Frost, David",NA,4,Republican,"Hillsboro, Washington",Male,28,NA,NA,1967 Session,1967,TRUE
"Graham, Marva",NA,6,Republican,"Portland, Multnomah",Female,23,NA,NA,1967 Session,1967,TRUE
"Guynes, J. Ralph",NA,7,Democrat,"West Linn, Clackamas",Male,13,NA,NA,1967 Session,1967,TRUE
"Gwinn, William F.",NA,12,Republican,"Albany, Linn",Male,14,NA,NA,1967 Session,1967,TRUE
"Hanneman, Paul A.",NA,3,Republican,"Cloverdale, Tillamook",Male,52,NA,NA,1967 Session,1967,TRUE
"Hansell, Stafford",NA,23,Republican,"Hermiston, Umatilla",Male,10,NA,NA,1967 Session,1967,TRUE
"Harlan, Dale M.",NA,7,Democrat,"Milwaukie, Clackamas",Male,19,NA,NA,1967 Session,1967,TRUE
"Hart, Floyd H. (Hank)",NA,19,Republican,"Medford, Jackson",Male,9,NA,NA,1967 Session,1967,TRUE
"Hartung, Tom",NA,4,Republican,"Portland, Washington",Male,44,NA,NA,1967 Session,1967,TRUE
"Holmstrom, William H.",NA,1,Democrat,"Gearhart, Clatsop",Male,47,NA,NA,1967 Session,1967,TRUE
"Howard, Norman R.",NA,6,Democrat,"Portland, Multnomah",Male,41,NA,NA,1967 Session,1967,TRUE
"Howe, Carrol B.",NA,20,Republican,"Klamath Falls, Klamath",Male,15,NA,NA,1967 Session,1967,TRUE
"Jernstedt, Kenneth A.",NA,22,Republican,"Hood River, Hood River, Wasco",Male,31,NA,NA,1967 Session,1967,TRUE
"Johnson, Lee",NA,6,Republican,"Portland, Multnomah",Male,57,NA,NA,1967 Session,1967,TRUE
"Johnson, Sam",NA,21,Republican,"Redmond, Crook, Deschutes, Jefferson",Male,54,NA,NA,1967 Session,1967,TRUE
"Kennedy, Richard L.",NA,13,Democrat,"Eugene, Lane",Male,49,NA,NA,1967 Session,1967,TRUE
"Lang, Philip D.",NA,6,Democrat,"Portland, Multnomah",Male,26,NA,NA,1967 Session,1967,TRUE
"Leiken, Sidney",NA,15,Democrat,"Roseburg, Douglas",Male,60,NA,NA,1967 Session,1967,TRUE
"Lewis, Harold V.",NA,5,Democrat,"McMinnville, Yamhill",Male,40,NA,NA,1967 Session,1967,TRUE
"Mann, Irvin",NA,28,Republican,"Stanfield, Gilliam, Morrow, Sherman, Umatilla, Wheeler",Male,24,NA,NA,1967 Session,1967,TRUE
"Martin, Roger E.",NA,7,Republican,"Lake Oswego, Clackamas",Male,34,NA,NA,1967 Session,1967,TRUE
